,Region,IndustrySector,Sex,Ethnicity,Race,VeteranStatus,SizeOfFirm,NumberOfRespondents,TotalRevenueOfFirmsInCategory,NumberOfEmployeesInCategory,AnnualPayroll
4008,United States,Construction,Total,Non-Hispanic,White,Nonveteran,All firms,561316,0,4808414,291350061
4009,United States,Construction,Total,Total,Black or African American,Nonveteran,All firms,7725,0,42262,2320732
4010,United States,Construction,Total,Total,Black or African American,Nonveteran,Firms with no employees,0,0,0,0
4011,United States,Construction,Total,Total,Black or African American,Nonveteran,Firms with 1 to 4 employees,4014,0,7861,277748
4012,United States,Construction,Total,Total,Black or African American,Nonveteran,Firms with 5 to 9 employees,1361,0,8928,404210
4013,United States,Construction,Total,Total,Black or African American,Nonveteran,Firms with 10 to 19 employees,0,0,0,0
4014,United States,Construction,Total,Total,Black or African American,Nonveteran,Firms with 20 to 49 employees,0,0,0,0
4015,United States,Construction,Total,Total,Black or African American,Nonveteran,Firms with 50 to 99 employees,0,0,0,0
4016,United States,Construction,Total,Total,Black or African American,Nonveteran,Firms with 100 to 249 employees,10,0,1487,119830
4018,United States,Construction,Total,Total,Black or African American,Nonveteran,Firms with 500 employees or more,3,0,166,10071
4019,United States,Manufacturing,Equally male/female,Equally Hispanic/non-Hispanic,Total,Total,All firms,0,0,0,0
4020,United States,Manufacturing,Equally male/female,Equally Hispanic/non-Hispanic,Total,Total,Firms with no employees,114,0,0,7698
4021,United States,Manufacturing,Equally male/female,Equally Hispanic/non-Hispanic,Total,Total,Firms with 1 to 4 employees,688,0,1547,43292
4022,United States,Manufacturing,Equally male/female,Equally Hispanic/non-Hispanic,Total,Total,Firms with 5 to 9 employees,300,0,1944,54342
4023,United States,Manufacturing,Equally male/female,Equally Hispanic/non-Hispanic,Total,Total,Firms with 10 to 19 employees,0,0,0,0
4024,United States,Manufacturing,Equally male/female,Equally Hispanic/non-Hispanic,Total,Total,Firms with 20 to 49 employees,99,0,2677,106929
4025,United States,Manufacturing,Equally male/female,Equally Hispanic/non-Hispanic,Total,Total,Firms with 50 to 99 employees,0,0,0,0
4026,United States,Manufacturing,Equally male/female,Equally Hispanic/non-Hispanic,Total,Total,Firms with 100 to 249 employees,0,0,0,0
4027,United States,Manufacturing,Male,Total,American Indian and Alaska Native,Total,All firms,575,0,6653,306755
4028,United States,Manufacturing,Male,Total,American Indian and Alaska Native,Total,Firms with no employees,0,0,0,0
4029,United States,Manufacturing,Male,Total,American Indian and Alaska Native,Total,Firms with 1 to 4 employees,260,0,507,17177
4030,United States,Manufacturing,Male,Total,American Indian and Alaska Native,Total,Firms with 5 to 9 employees,87,0,588,19770
4031,United States,Manufacturing,Male,Total,American Indian and Alaska Native,Total,Firms with 10 to 19 employees,0,0,0,0
4032,United States,Manufacturing,Male,Total,American Indian and Alaska Native,Total,Firms with 20 to 49 employees,38,0,1117,67518
4033,United States,Manufacturing,Male,Total,American Indian and Alaska Native,Total,Firms with 50 to 99 employees,20,0,1264,64098
4034,United States,Manufacturing,Male,Total,American Indian and Alaska Native,Total,Firms with 100 to 249 employees,9,0,1136,50331
4036,United States,Construction,Female,Total,Total,Equally veteran/nonveteran,All firms,0,0,0,0
4037,United States,Construction,Female,Total,Total,Equally veteran/nonveteran,Firms with no employees,6,0,0,272
4038,United States,Construction,Female,Total,Total,Equally veteran/nonveteran,Firms with 1 to 4 employees,0,0,0,0
4041,United States,Construction,Male,Total,Total,Equally veteran/nonveteran,All firms,6880,0,99309,5586656
4042,United States,Construction,Male,Total,Total,Equally veteran/nonveteran,Firms with no employees,1044,0,0,57928
4043,United States,Construction,Male,Total,Total,Equally veteran/nonveteran,Firms with 1 to 4 employees,2401,0,5430,180194
4044,United States,Construction,Male,Total,Total,Equally veteran/nonveteran,Firms with 5 to 9 employees,1492,0,9811,489664
4045,United States,Construction,Male,Total,Total,Equally veteran/nonveteran,Firms with 10 to 19 employees,976,0,12344,665981
4046,United States,Construction,Male,Total,Total,Equally veteran/nonveteran,Firms with 20 to 49 employees,526,0,14890,951399
4047,United States,Construction,Male,Total,Total,Equally veteran/nonveteran,Firms with 50 to 99 employees,0,0,0,0
4048,United States,Construction,Male,Total,Total,Equally veteran/nonveteran,Firms with 100 to 249 employees,0,0,0,0
4049,United States,Construction,Male,Total,Total,Equally veteran/nonveteran,Firms with 250 to 499 employees,0,0,0,0
4051,United States,Construction,Female,Total,Black or African American,Nonveteran,All firms,1160,0,7198,307935
4052,United States,Construction,Male,Total,Black or African American,Nonveteran,All firms,6122,0,33655,1974509
4053,United States,Construction,Equally male/female,Total,Black or African American,Nonveteran,All firms,443,0,1408,38288
4054,United States,Construction,Total,Hispanic,Black or African American,Nonveteran,All firms,1611,0,4580,176505
4055,United States,Construction,Total,Non-Hispanic,Black or African American,Nonveteran,All firms,6113,0,37682,2144227
4056,United States,Construction,Total,Total,American Indian and Alaska Native,Nonveteran,All firms,4187,0,33157,1795208
4057,United States,Construction,Total,Total,American Indian and Alaska Native,Nonveteran,Firms with no employees,690,0,0,41606
4058,United States,Construction,Total,Total,American Indian and Alaska Native,Nonveteran,Firms with 1 to 4 employees,2041,0,3665,146304
4059,United States,Construction,Total,Total,American Indian and Alaska Native,Nonveteran,Firms with 5 to 9 employees,613,0,4125,182887
4060,United States,Construction,Total,Total,American Indian and Alaska Native,Nonveteran,Firms with 10 to 19 employees,496,0,6818,368623
4061,United States,Construction,Total,Total,American Indian and Alaska Native,Nonveteran,Firms with 20 to 49 employees,0,0,0,0
4062,United States,Construction,Total,Total,American Indian and Alaska Native,Nonveteran,Firms with 50 to 99 employees,58,0,4405,114517
4063,United States,Construction,Total,Total,American Indian and Alaska Native,Nonveteran,Firms with 100 to 249 employees,0,0,0,0
4066,United States,Manufacturing,Total,Non-Hispanic,Total,Total,All firms,224171,0,5445107,272038522
4067,United States,Manufacturing,Total,Non-Hispanic,Total,Total,Firms with no employees,15617,0,0,2242038
4068,United States,Manufacturing,Total,Non-Hispanic,Total,Total,Firms with 1 to 4 employees,78626,0,176814,6997814
4069,United States,Manufacturing,Total,Non-Hispanic,Total,Total,Firms with 5 to 9 employees,40887,0,272018,11056149
4070,United States,Manufacturing,Total,Non-Hispanic,Total,Total,Firms with 10 to 19 employees,34692,0,470737,20488846
4071,United States,Manufacturing,Total,Non-Hispanic,Total,Total,Firms with 20 to 49 employees,31516,0,952222,46715468
4072,United States,Manufacturing,Total,Non-Hispanic,Total,Total,Firms with 50 to 99 employees,11750,0,777465,39966121
4073,United States,Manufacturing,Total,Non-Hispanic,Total,Total,Firms with 100 to 249 employees,7615,0,1057808,54815913
4074,United States,Manufacturing,Total,Non-Hispanic,Total,Total,Firms with 250 to 499 employees,2232,0,640381,33594053
4075,United States,Manufacturing,Total,Non-Hispanic,Total,Total,Firms with 500 employees or more,1234,0,1097661,56162121
4076,United States,Manufacturing,Female,Non-Hispanic,Total,Total,All firms,34397,0,623147,29841058
4077,United States,Manufacturing,Equally male/female,Total,American Indian and Alaska Native,Total,All firms,19,0,184,6379
4078,United States,Manufacturing,Equally male/female,Total,American Indian and Alaska Native,Total,Firms with no employees,6,0,0,197
4079,United States,Manufacturing,Equally male/female,Total,American Indian and Alaska Native,Total,Firms with 1 to 4 employees,0,0,0,0
4080,United States,Manufacturing,Equally male/female,Total,American Indian and Alaska Native,Total,Firms with 5 to 9 employees,0,0,0,0
4083,United States,Manufacturing,Total,Hispanic,American Indian and Alaska Native,Total,All firms,0,0,0,0
4085,United States,Manufacturing,Total,Hispanic,American Indian and Alaska Native,Total,Firms with 1 to 4 employees,51,0,103,5510
4086,United States,Manufacturing,Total,Hispanic,American Indian and Alaska Native,Total,Firms with 5 to 9 employees,0,0,0,0
4087,United States,Manufacturing,Total,Hispanic,American Indian and Alaska Native,Total,Firms with 10 to 19 employees,0,0,0,0
4090,United States,Construction,Equally male/female,Total,Total,Equally veteran/nonveteran,All firms,11192,0,63268,3559728
4091,United States,Construction,Equally male/female,Total,Total,Equally veteran/nonveteran,Firms with no employees,1758,0,0,71608
4092,United States,Construction,Equally male/female,Total,Total,Equally veteran/nonveteran,Firms with 1 to 4 employees,6027,0,12346,477037
4093,United States,Construction,Equally male/female,Total,Total,Equally veteran/nonveteran,Firms with 5 to 9 employees,1844,0,12221,627167
4094,United States,Construction,Equally male/female,Total,Total,Equally veteran/nonveteran,Firms with 10 to 19 employees,1027,0,14102,590608
4095,United States,Construction,Equally male/female,Total,Total,Equally veteran/nonveteran,Firms with 20 to 49 employees,0,0,0,0
4096,United States,Construction,Equally male/female,Total,Total,Equally veteran/nonveteran,Firms with 50 to 99 employees,0,0,0,0
4100,United States,Construction,Female,Total,American Indian and Alaska Native,Nonveteran,All firms,1090,0,13406,600511
4101,United States,Construction,Male,Total,American Indian and Alaska Native,Nonveteran,All firms,2828,0,18466,1149997
4102,United States,Construction,Equally male/female,Total,American Indian and Alaska Native,Nonveteran,All firms,269,0,1285,44701
4103,United States,Construction,Total,Hispanic,American Indian and Alaska Native,Nonveteran,All firms,685,0,3440,152393
4104,United States,Construction,Total,Non-Hispanic,American Indian and Alaska Native,Nonveteran,All firms,3503,0,29717,1642815
4105,United States,Construction,Total,Total,Asian,Nonveteran,All firms,15263,0,87173,5041852
4106,United States,Construction,Total,Total,Asian,Nonveteran,Firms with no employees,2258,0,0,74459
4107,United States,Construction,Total,Total,Asian,Nonveteran,Firms with 1 to 4 employees,9113,0,17479,697711
4108,United States,Construction,Total,Total,Asian,Nonveteran,Firms with 5 to 9 employees,1873,0,12116,513456
4109,United States,Construction,Total,Total,Asian,Nonveteran,Firms with 10 to 19 employees,1180,0,16168,813688
4110,United States,Construction,Total,Total,Asian,Nonveteran,Firms with 20 to 49 employees,646,0,20009,1445269
4111,United States,Construction,Total,Total,Asian,Nonveteran,Firms with 50 to 99 employees,0,0,0,0
4112,United States,Construction,Total,Total,Asian,Nonveteran,Firms with 100 to 249 employees,0,0,0,0
4113,United States,Construction,Total,Total,Asian,Nonveteran,Firms with 500 employees or more,6,0,833,69656
4114,United States,Manufacturing,Female,Non-Hispanic,Total,Total,Firms with no employees,2643,0,0,306298
4115,United States,Manufacturing,Female,Non-Hispanic,Total,Total,Firms with 1 to 4 employees,13003,0,28829,956223
4116,United States,Manufacturing,Female,Non-Hispanic,Total,Total,Firms with 5 to 9 employees,6576,0,43844,1580290
4117,United States,Manufacturing,Female,Non-Hispanic,Total,Total,Firms with 10 to 19 employees,5398,0,71664,2854232
4118,United States,Manufacturing,Female,Non-Hispanic,Total,Total,Firms with 20 to 49 employees,4366,0,126819,5760235
4119,United States,Manufacturing,Female,Non-Hispanic,Total,Total,Firms with 50 to 99 employees,1322,0,87566,4351409
4120,United States,Manufacturing,Female,Non-Hispanic,Total,Total,Firms with 100 to 249 employees,759,0,104952,5861047
4121,United States,Manufacturing,Female,Non-Hispanic,Total,Total,Firms with 250 to 499 employees,0,0,0,0
4122,United States,Manufacturing,Female,Non-Hispanic,Total,Total,Firms with 500 employees or more,106,0,93993,4780004
4123,United States,Manufacturing,Male,Non-Hispanic,Total,Total,All firms,155240,0,4298860,218888570
4124,United States,Manufacturing,Male,Non-Hispanic,Total,Total,Firms with no employees,10293,0,0,1662203
4125,United States,Manufacturing,Male,Non-Hispanic,Total,Total,Firms with 1 to 4 employees,51699,0,116353,4963528
4126,United States,Manufacturing,Male,Non-Hispanic,Total,Total,Firms with 5 to 9 employees,27298,0,181445,7771118
4127,United States,Manufacturing,Male,Non-Hispanic,Total,Total,Firms with 10 to 19 employees,24088,0,328780,14838368
4128,United States,Manufacturing,Male,Non-Hispanic,Total,Total,Firms with 20 to 49 employees,23399,0,711112,35714936
4129,United States,Manufacturing,Male,Non-Hispanic,Total,Total,Firms with 50 to 99 employees,9362,0,624126,32502944
4130,United States,Manufacturing,Male,Non-Hispanic,Total,Total,Firms with 100 to 249 employees,6184,0,852657,44212293
4131,United States,Manufacturing,Female,Hispanic,American Indian and Alaska Native,Total,All firms,0,0,0,0
4132,United States,Manufacturing,Male,Hispanic,American Indian and Alaska Native,Total,All firms,0,0,0,0
4133,United States,Manufacturing,Total,Non-Hispanic,American Indian and Alaska Native,Total,All firms,722,0,9265,448203
4134,United States,Manufacturing,Total,Non-Hispanic,American Indian and Alaska Native,Total,Firms with no employees,0,0,0,0
4135,United States,Manufacturing,Total,Non-Hispanic,American Indian and Alaska Native,Total,Firms with 1 to 4 employees,291,0,595,18213
4136,United States,Manufacturing,Total,Non-Hispanic,American Indian and Alaska Native,Total,Firms with 5 to 9 employees,137,0,912,36231
4137,United States,Manufacturing,Total,Non-Hispanic,American Indian and Alaska Native,Total,Firms with 10 to 19 employees,0,0,0,0
4138,United States,Manufacturing,Total,Non-Hispanic,American Indian and Alaska Native,Total,Firms with 20 to 49 employees,85,0,2270,120425
4139,United States,Manufacturing,Total,Non-Hispanic,American Indian and Alaska Native,Total,Firms with 50 to 99 employees,18,0,1158,60181
4140,United States,Manufacturing,Total,Non-Hispanic,American Indian and Alaska Native,Total,Firms with 100 to 249 employees,10,0,1343,59273
4143,United States,Construction,Total,Hispanic,Total,Equally veteran/nonveteran,All firms,0,0,0,0
4144,United States,Construction,Total,Hispanic,Total,Equally veteran/nonveteran,Firms with no employees,18,0,0,776
4145,United States,Construction,Total,Hispanic,Total,Equally veteran/nonveteran,Firms with 1 to 4 employees,0,0,0,0
4149,United States,Construction,Male,Hispanic,Total,Equally veteran/nonveteran,All firms,0,0,0,0
4150,United States,Construction,Equally male/female,Hispanic,Total,Equally veteran/nonveteran,All firms,0,0,0,0
4151,United States,Construction,Total,Equally Hispanic/non-Hispanic,Total,Equally veteran/nonveteran,All firms,0,0,0,0
4152,United States,Construction,Total,Equally Hispanic/non-Hispanic,Total,Equally veteran/nonveteran,Firms with no employees,153,0,0,3160
4153,United States,Construction,Female,Total,Asian,Nonveteran,All firms,0,0,0,0
4154,United States,Construction,Male,Total,Asian,Nonveteran,All firms,11385,0,63245,3505965
4155,United States,Construction,Equally male/female,Total,Asian,Nonveteran,All firms,0,0,0,0
4156,United States,Construction,Total,Hispanic,Asian,Nonveteran,All firms,0,0,0,0
4158,United States,Construction,Total,Non-Hispanic,Asian,Nonveteran,All firms,14989,0,84308,4740317
4159,United States,Construction,Total,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,All firms,946,0,5423,256197
4160,United States,Construction,Total,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,Firms with no employees,37,0,0,1508
4161,United States,Construction,Total,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,Firms with 1 to 4 employees,598,0,1306,48980
4162,United States,Construction,Total,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,Firms with 5 to 9 employees,0,0,0,0
4163,United States,Construction,Total,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,Firms with 10 to 19 employees,0,0,0,0
4164,United States,Construction,Total,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,Firms with 20 to 49 employees,13,0,447,27002
4166,United States,Manufacturing,Male,Non-Hispanic,Total,Total,Firms with 250 to 499 employees,1868,0,532157,28281952
4167,United States,Manufacturing,Male,Non-Hispanic,Total,Total,Firms with 500 employees or more,1046,0,952230,48941228
4168,United States,Manufacturing,Equally male/female,Non-Hispanic,Total,Total,All firms,34534,0,523099,23308894
4169,United States,Manufacturing,Equally male/female,Non-Hispanic,Total,Total,Firms with no employees,2679,0,0,273538
4170,United States,Manufacturing,Equally male/female,Non-Hispanic,Total,Total,Firms with 1 to 4 employees,13927,0,31632,1078064
4171,United States,Manufacturing,Equally male/female,Non-Hispanic,Total,Total,Firms with 5 to 9 employees,7015,0,46729,1704741
4172,United States,Manufacturing,Equally male/female,Non-Hispanic,Total,Total,Firms with 10 to 19 employees,5207,0,70294,2796245
4173,United States,Manufacturing,Equally male/female,Non-Hispanic,Total,Total,Firms with 20 to 49 employees,3751,0,114291,5240297
4174,United States,Manufacturing,Equally male/female,Non-Hispanic,Total,Total,Firms with 50 to 99 employees,1065,0,65773,3111767
4175,United States,Manufacturing,Equally male/female,Non-Hispanic,Total,Total,Firms with 100 to 249 employees,674,0,100199,4742572
4176,United States,Manufacturing,Equally male/female,Non-Hispanic,Total,Total,Firms with 250 to 499 employees,139,0,42743,1920781
4177,United States,Manufacturing,Equally male/female,Non-Hispanic,Total,Total,Firms with 500 employees or more,79,0,51438,2440889
4178,United States,Utilities,Male,Total,Nonminority,Total,All firms,1985,0,47399,3757400
4179,United States,Utilities,Male,Total,Nonminority,Total,Firms with no employees,274,0,0,37824
4180,United States,Utilities,Male,Total,Nonminority,Total,Firms with 1 to 4 employees,965,0,2134,87337
4181,United States,Utilities,Male,Total,Nonminority,Total,Firms with 5 to 9 employees,0,0,0,0
4182,United States,Utilities,Male,Total,Nonminority,Total,Firms with 10 to 19 employees,183,0,2503,185095
4183,United States,Utilities,Male,Total,Nonminority,Total,Firms with 20 to 49 employees,50,0,1504,113367
4184,United States,Utilities,Male,Total,Nonminority,Total,Firms with 50 to 99 employees,0,0,0,0
4185,United States,Utilities,Male,Total,Nonminority,Total,Firms with 100 to 249 employees,0,0,0,0
4186,United States,Utilities,Male,Total,Nonminority,Total,Firms with 250 to 499 employees,0,0,0,0
4187,United States,Utilities,Male,Total,Nonminority,Total,Firms with 500 employees or more,30,0,23363,2117184
4188,United States,Utilities,Equally male/female,Total,Nonminority,Total,All firms,0,0,0,0
4189,United States,Utilities,Equally male/female,Total,Nonminority,Total,Firms with no employees,89,0,0,4311
4190,United States,Utilities,Equally male/female,Total,Nonminority,Total,Firms with 1 to 4 employees,0,0,0,0
4191,United States,Utilities,Equally male/female,Total,Nonminority,Total,Firms with 5 to 9 employees,0,0,0,0
4192,United States,Utilities,Equally male/female,Total,Nonminority,Total,Firms with 10 to 19 employees,42,0,518,26384
4193,United States,Utilities,Equally male/female,Total,Nonminority,Total,Firms with 20 to 49 employees,7,0,195,14925
4194,United States,Utilities,Equally male/female,Total,Nonminority,Total,Firms with 50 to 99 employees,4,0,208,15380
4196,United States,Construction,Total,Equally Hispanic/non-Hispanic,Total,Equally veteran/nonveteran,Firms with 1 to 4 employees,0,0,0,0
4197,United States,Construction,Total,Equally Hispanic/non-Hispanic,Total,Equally veteran/nonveteran,Firms with 5 to 9 employees,0,0,0,0
4198,United States,Construction,Total,Equally Hispanic/non-Hispanic,Total,Equally veteran/nonveteran,Firms with 10 to 19 employees,0,0,0,0
4199,United States,Construction,Total,Equally Hispanic/non-Hispanic,Total,Equally veteran/nonveteran,Firms with 20 to 49 employees,0,0,0,0
4202,United States,Construction,Male,Equally Hispanic/non-Hispanic,Total,Equally veteran/nonveteran,All firms,0,0,0,0
4203,United States,Construction,Equally male/female,Equally Hispanic/non-Hispanic,Total,Equally veteran/nonveteran,All firms,0,0,0,0
4204,United States,Construction,Total,Non-Hispanic,Total,Equally veteran/nonveteran,All firms,17239,0,151902,8597195
4205,United States,Construction,Total,Non-Hispanic,Total,Equally veteran/nonveteran,Firms with no employees,2635,0,0,125871
4206,United States,Construction,Total,Non-Hispanic,Total,Equally veteran/nonveteran,Firms with 1 to 4 employees,8068,0,17164,637249
4207,United States,Construction,Total,Non-Hispanic,Total,Equally veteran/nonveteran,Firms with 5 to 9 employees,3232,0,21454,1068669
4208,United States,Construction,Total,Non-Hispanic,Total,Equally veteran/nonveteran,Firms with 10 to 19 employees,1900,0,24901,1177665
4209,United States,Construction,Total,Non-Hispanic,Total,Equally veteran/nonveteran,Firms with 20 to 49 employees,998,0,29329,1922212
4210,United States,Construction,Total,Non-Hispanic,Total,Equally veteran/nonveteran,Firms with 50 to 99 employees,0,0,0,0
4211,United States,Construction,Female,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,All firms,165,0,623,23092
4212,United States,Construction,Male,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,All firms,780,0,4799,233105
4213,United States,Construction,Total,Hispanic,Native Hawaiian and Other Pacific Islander,Nonveteran,All firms,0,0,0,0
4214,United States,Construction,Total,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Nonveteran,All firms,746,0,4558,218863
4215,United States,Construction,Total,Total,Minority,Nonveteran,All firms,76804,0,467615,22929907
4216,United States,Construction,Total,Total,Minority,Nonveteran,Firms with no employees,11062,0,0,523976
4217,United States,Construction,Total,Total,Minority,Nonveteran,Firms with 1 to 4 employees,42789,0,84451,3037763
4218,United States,Construction,Total,Total,Minority,Nonveteran,Firms with 5 to 9 employees,11558,0,76453,3003483
4219,United States,Construction,Total,Total,Minority,Nonveteran,Firms with 10 to 19 employees,6999,0,94204,4299691
4220,United States,Construction,Total,Total,Minority,Nonveteran,Firms with 20 to 49 employees,3222,0,98063,5342054
4221,United States,Construction,Total,Total,Minority,Nonveteran,Firms with 50 to 99 employees,692,0,45954,2504266
4222,United States,Construction,Total,Total,Minority,Nonveteran,Firms with 100 to 249 employees,452,0,59322,3539602
4223,United States,Construction,Total,Total,Minority,Nonveteran,Firms with 250 to 499 employees,11,0,4213,334046
4224,United States,Construction,Total,Total,Minority,Nonveteran,Firms with 500 employees or more,12,0,4955,345026
4225,United States,Manufacturing,Total,Total,White,Total,All firms,223051,0,5348392,268334785
4226,United States,Manufacturing,Total,Total,White,Total,Firms with no employees,15400,0,0,2212350
4227,United States,Manufacturing,Total,Total,White,Total,Firms with 1 to 4 employees,78503,0,176580,6923606
4228,United States,Manufacturing,Total,Total,White,Total,Firms with 5 to 9 employees,40802,0,271540,10884128
4229,United States,Manufacturing,Total,Total,White,Total,Firms with 10 to 19 employees,34568,0,469855,20371096
4230,United States,Manufacturing,Total,Total,White,Total,Firms with 20 to 49 employees,31228,0,944230,46148293
4231,United States,Manufacturing,Total,Total,White,Total,Firms with 50 to 99 employees,11666,0,771300,39769365
4232,United States,Manufacturing,Total,Total,White,Total,Firms with 100 to 249 employees,7524,0,1051424,54405017
4233,United States,Manufacturing,Total,Total,White,Total,Firms with 250 to 499 employees,2191,0,629096,33021342
4234,United States,Manufacturing,Total,Total,White,Total,Firms with 500 employees or more,1165,0,1034368,54599588
4235,United States,Construction,Male,Total,Nonminority,Total,All firms,480777,0,4186005,254960047
4236,United States,Construction,Male,Total,Nonminority,Total,Firms with no employees,67184,0,0,3445917
4237,United States,Construction,Male,Total,Nonminority,Total,Firms with 1 to 4 employees,253518,0,505822,20643318
4238,United States,Construction,Male,Total,Nonminority,Total,Firms with 5 to 9 employees,73332,0,480586,22851686
4239,United States,Construction,Male,Total,Nonminority,Total,Firms with 10 to 19 employees,45111,0,601598,32850742
4240,United States,Construction,Male,Total,Nonminority,Total,Firms with 20 to 49 employees,28727,0,866344,52460615
4241,United States,Construction,Male,Total,Nonminority,Total,Firms with 50 to 99 employees,7884,0,529968,35105493
4242,United States,Construction,Male,Total,Nonminority,Total,Firms with 100 to 249 employees,3749,0,522022,35234747
4243,United States,Construction,Male,Total,Nonminority,Total,Firms with 250 to 499 employees,817,0,243140,18428261
4244,United States,Construction,Male,Total,Nonminority,Total,Firms with 500 employees or more,454,0,436526,33939267
4245,United States,Construction,Equally male/female,Total,Nonminority,Total,All firms,86459,0,569408,31105121
4246,United States,Construction,Equally male/female,Total,Nonminority,Total,Firms with no employees,11518,0,0,594521
4247,United States,Construction,Equally male/female,Total,Nonminority,Total,Firms with 1 to 4 employees,45484,0,95636,3858364
4248,United States,Construction,Equally male/female,Total,Nonminority,Total,Firms with 5 to 9 employees,15895,0,104973,4772913
4249,United States,Construction,Equally male/female,Total,Nonminority,Total,Firms with 10 to 19 employees,8342,0,113663,5727757
4250,United States,Construction,Equally male/female,Total,Nonminority,Total,Firms with 20 to 49 employees,3885,0,113135,6792600
4251,United States,Construction,Equally male/female,Total,Nonminority,Total,Firms with 50 to 99 employees,990,0,64865,3611806
4252,United States,Construction,Total,Non-Hispanic,Total,Equally veteran/nonveteran,Firms with 100 to 249 employees,0,0,0,0
4253,United States,Construction,Total,Non-Hispanic,Total,Equally veteran/nonveteran,Firms with 250 to 499 employees,0,0,0,0
4255,United States,Construction,Female,Non-Hispanic,Total,Equally veteran/nonveteran,All firms,0,0,0,0
4256,United States,Construction,Male,Non-Hispanic,Total,Equally veteran/nonveteran,All firms,6586,0,92956,5315160
4257,United States,Construction,Equally male/female,Non-Hispanic,Total,Equally veteran/nonveteran,All firms,10581,0,58064,3213500
4258,United States,Construction,Total,Total,White,Equally veteran/nonveteran,All firms,17752,0,160838,9075433
4259,United States,Construction,Total,Total,White,Equally veteran/nonveteran,Firms with no employees,2772,0,0,127134
4260,United States,Construction,Total,Total,White,Equally veteran/nonveteran,Firms with 1 to 4 employees,8254,0,17472,645441
4261,United States,Construction,Total,Total,White,Equally veteran/nonveteran,Firms with 5 to 9 employees,3272,0,21569,1100019
4262,United States,Construction,Total,Total,White,Equally veteran/nonveteran,Firms with 10 to 19 employees,1948,0,25548,1205839
4263,United States,Construction,Total,Total,White,Equally veteran/nonveteran,Firms with 20 to 49 employees,999,0,29133,1914819
4264,United States,Construction,Total,Total,White,Equally veteran/nonveteran,Firms with 50 to 99 employees,0,0,0,0
4265,United States,Construction,Total,Total,White,Equally veteran/nonveteran,Firms with 100 to 249 employees,0,0,0,0
4266,United States,Construction,Total,Total,White,Equally veteran/nonveteran,Firms with 250 to 499 employees,0,0,0,0
4267,United States,Construction,Total,Total,White,Equally veteran/nonveteran,Firms with 500 employees or more,2,0,1258,54008
4268,United States,Construction,Total,Total,Equally minority/nonminority,Nonveteran,All firms,7131,0,52764,2711294
4269,United States,Construction,Total,Total,Equally minority/nonminority,Nonveteran,Firms with no employees,1065,0,0,61095
4270,United States,Construction,Total,Total,Equally minority/nonminority,Nonveteran,Firms with 1 to 4 employees,3297,0,7197,246612
4271,United States,Construction,Total,Total,Equally minority/nonminority,Nonveteran,Firms with 5 to 9 employees,1396,0,9437,401617
4272,United States,Construction,Total,Total,Equally minority/nonminority,Nonveteran,Firms with 10 to 19 employees,889,0,12625,569262
4273,United States,Construction,Total,Total,Equally minority/nonminority,Nonveteran,Firms with 20 to 49 employees,354,0,10646,660585
4274,United States,Construction,Total,Total,Equally minority/nonminority,Nonveteran,Firms with 50 to 99 employees,0,0,0,0
4278,United States,Construction,Total,Total,Nonminority,Nonveteran,All firms,556720,0,4771384,289583640
4279,United States,Construction,Total,Total,Nonminority,Nonveteran,Firms with no employees,76543,0,0,4058601
4280,United States,Construction,Total,Total,Nonminority,Nonveteran,Firms with 1 to 4 employees,289622,0,583139,23943727
4281,United States,Construction,Total,Total,Nonminority,Nonveteran,Firms with 5 to 9 employees,88589,0,582317,27681696
4282,United States,Construction,Total,Total,Nonminority,Nonveteran,Firms with 10 to 19 employees,54086,0,724544,39705303
4283,United States,Construction,Total,Total,Nonminority,Nonveteran,Firms with 20 to 49 employees,33529,0,1004994,60855250
4284,United States,Manufacturing,Female,Total,White,Total,All firms,33867,0,623417,29797646
4285,United States,Manufacturing,Female,Total,White,Total,Firms with no employees,2671,0,0,309029
4286,United States,Manufacturing,Female,Total,White,Total,Firms with 1 to 4 employees,12715,0,28237,938229
4287,United States,Manufacturing,Female,Total,White,Total,Firms with 5 to 9 employees,6505,0,43365,1553868
4288,United States,Manufacturing,Female,Total,White,Total,Firms with 10 to 19 employees,5305,0,70570,2815452
4289,United States,Manufacturing,Female,Total,White,Total,Firms with 20 to 49 employees,4284,0,124982,5622927
4290,United States,Manufacturing,Female,Total,White,Total,Firms with 50 to 99 employees,1336,0,89410,4409955
4291,United States,Manufacturing,Female,Total,White,Total,Firms with 100 to 249 employees,713,0,99406,5614025
4292,United States,Manufacturing,Female,Total,White,Total,Firms with 250 to 499 employees,0,0,0,0
4293,United States,Manufacturing,Female,Total,White,Total,Firms with 500 employees or more,109,0,100812,5112026
4294,United States,Manufacturing,Male,Total,White,Total,All firms,154183,0,4193350,215253606
